101247,6
103430,7
108372,7
113320,6
114640,7
118969,6
119906,6
121007,6
123794,7
130523,6
136262,7
137726,6
138494,7
141335,6
145656,6
150649,7
155712,6
157746,6
160209,6
162756,6
167672,7
168350,6
170538,6
171870,6
172993,6
174982,6
175448,7
176050,6
179886,6
183970,6
185214,7
185404,6
185584,6
186588,6
189601,6
190090,6
191896,6
192856,8
196657,6
197959,6
204948,6
210295,5
210765,6
212396,8
214027,6
214769,6
215951,6
216279,6
216477,6
216938,4
218185,6
218286,7
220416,6
220629,6
221751,7
222770,7
223443,6
224012,6
225196,7
226176,7
229701,7
229758,6
232189,6
232791,7
236316,6
237123,6
239554,6
239960,6
240946,8
243336,3
247315,6
251040,6
257550,7
264928,7
268221,7
268987,8
271626,6
274101,6
276957,7
280066,6
288579,6
297615,7
298407,7
301941,6
302575,6
305154,7
308828,6
309419,7
309488,7
316808,8
321541,6
323421,6
323623,6
324373,9
327961,6
328818,6
336576,7
336725,6
337032,6
339961,6
341870,6
346973,6
347302,6
350868,6
364403,6
364612,6
364850,7
376852,6
378901,6
381101,6
385291,6
389321,6
389521,9
395301,5
396346,6
402809,6
404956,6
405869,6
413692,6
416539,9
417410,6
420719,9
422057,7
424560,7
428973,6
436524,6
439453,6
443584,6
443805,6
447346,6
449310,6
456650,6
456823,6
458894,6
464943,8
471664,6
471870,7
472857,6
476634,6
479010,7
481457,6
482642,6
483143,6
486701,6
490181,6
490324,6
490878,6
493654,6
494479,6
496765,6
497532,6
500883,6
501347,6
505608,6
508146,6
508320,6
508991,6
510465,6
511104,6
512998,7
513330,7
516442,6
516605,7
519668,7
519756,6
525057,7
525281,7
525831,6
533799,5
536109,6
540777,7
544847,6
548690,6
549587,7
550077,6
550654,6
550690,8
551475,6
553295,6
560969,5
564733,6
565029,6
569453,6
570210,6
574458,6
580421,7
581471,7
583392,6
583629,6
584746,7
589344,6
593785,7
595729,7
598710,6
600014,8
600902,8
604440,7
605018,6
613004,6
618672,6
618875,7
621732,6
621892,6
622437,6
623127,6
623831,7
631202,7
633804,6
636396,6
636817,7
636881,6
638375,6
638999,6
639315,6
641247,6
649639,7
650503,6
657703,6
658909,6
659752,6
660372,6
661845,7
662147,7
670463,6
675255,6
677040,6
684945,6
691501,6
699209,6
700429,8
701672,6
703249,6
703739,6
704921,6
706653,7
709530,7
710239,7
710567,6
711917,6
713824,6
717010,8
717808,7
721965,6
729108,6
730231,6
751081,5
751794,6
751872,6
755016,6
755073,6
755309,8
763400,4
763676,7
768690,7
769060,5
773722,7
774024,6
776145,5
781819,6
783552,6
784198,7
786888,9
793001,6
798424,7
799490,6
802278,6
802541,6
807284,6
807688,9
809318,6
812857,6
813346,6
813472,6
814671,6
817034,8
822168,6
822456,7
830319,6
831855,7
833557,5
841306,6
842426,6
843372,7
845807,6
850654,6
855155,6
856858,6
858677,6
859030,6
859112,5
862074,6
865528,7
867898,6
868632,7
870658,6
872121,7
874093,4
876501,6
877431,6
878962,7
879873,6
882951,6
889945,6
895096,6
898932,6
908962,6
911817,7
915717,6
916008,6
916595,8
918233,6
919979,6
920912,8
924851,6
926946,6
927475,8
927772,5
929204,6
930203,6
931663,6
931845,7
934404,6
942335,6
950017,7
950194,6
950726,6
954491,6
954656,6
955326,6
958291,6
961051,6
961753,6
961850,9
962063,6
963368,6
967950,6
972585,6
974562,6
974644,7
974849,7
975596,6
981407,6
983222,6
986661,6
992063,6
992450,7
995004,6
996243,6
996312,6
